"REGION","SURVEY","YEAR","SUB_REGION_NAME","PRIMARY_SAMPLE_UNIT","LAT_DEGREES","LON_DEGREES","STRAT","HABITAT_CD","PROT","avsitemort","MORT_TYPE"
"SEFCRI","NCRMP",2022,"Broward-Miami","3065",25.86444,-80.09903,"INNR1","LIRI","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3066",25.88817,-80.10082,"INNR1","LIRI","0",2.63157894736842,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3071",25.98997,-80.10258,"INNR1","LIRI","0",11.75,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3074",25.89657,-80.10129,"INNR1","LIRI","0",2.55172413793103,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3075",25.85495,-80.10561,"INNR1","LIRI","0",6.89473684210526,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3076",25.88884,-80.10183,"INNR1","LIRI","0",7.41935483870968,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3078",26.00755,-80.10138,"INNR1","LIRI","0",3.25,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3085",26.2212,-80.07683,"MIDR0","LIRM","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3088",26.218,-80.07718,"MIDR1","LIRM","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3094",26.00884,-80.09607,"MIDR0","LIRM","0",6.15384615384615,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3097",26.09184,-80.08926,"MIDR1","LIRM","0",10,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3101",26.12539,-80.0867,"MIDR0","LIRM","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3108",26.05062,-80.09249,"MIDR1","LIRM","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3109",26.16819,-80.08022,"MIDR1","LIRM","0",13.6363636363636,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3110",26.10809,-80.08654,"MIDR1","LIRM","0",1.42857142857143,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3111",26.03776,-80.09416,"MIDR1","LIRM","0",15.5,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3114",26.07019,-80.09157,"MIDR1","LIRM","0",10,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3118",25.86034,-80.09256,"MIDR1","LIRM","0",1.25,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3119",25.99075,-80.09576,"MIDR1","LIRM","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3127",26.01937,-80.10492,"NEAR0","CPSH","0",2.33333333333333,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3129",25.77093,-80.11089,"NEAR0","RGSH","0",15,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3131",25.78726,-80.10712,"NEAR0","RGSH","0",8.81818181818182,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3134",25.79527,-80.09959,"NEAR0","RGSH","0",10.5789473684211,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3136",26.06536,-80.10109,"NEAR0","CPSH","0",5.78947368421053,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3137",26.23938,-80.08021,"NEAR0","CPSH","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3138",25.81166,-80.10945,"NEAR0","RGSH","0",7.75,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3139",26.0636,-80.10253,"NEAR0","CPSH","0",8,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3140",25.78676,-80.10266,"NEAR0","RGSH","0",5.36363636363636,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3141",26.10659,-80.09609,"NEAR0","CPSH","0",11,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3143",25.91446,-80.11536,"NEAR0","CPSH","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3144",26.22167,-80.0862,"NEAR0","CPSH","0",18,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3145",26.03351,-80.10951,"NEAR0","CPSH","0",1.25,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3146",26.20287,-80.08798,"NEAR0","RGSH","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3147",26.19947,-80.08411,"NEAR0","CPSH","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3148",25.80032,-80.10799,"NEAR0","RGSH","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3149",25.89924,-80.10575,"NEAR0","RGSH","0",12.7777777777778,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3150",25.91334,-80.10215,"NEAR0","CPSH","0",14.4444444444444,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3175",25.93717,-80.11099,"NEAR1","RGSH","0",10,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3188",25.83463,-80.089,"OFFR1","LIRO","0",11.8181818181818,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3189",26.02401,-80.08717,"OFFR1","SPGR","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3191",25.86371,-80.08844,"OFFR1","LIRO","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3192",25.8154,-80.09023,"OFFR1","CPDP","0",7.1,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3193",25.97243,-80.08979,"OFFR1","LIRO","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3197",25.99696,-80.08924,"OFFR1","LIRO","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3200",26.25029,-80.06647,"OFFR0","CPDP","0",6,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3201",26.01376,-80.09046,"OFFR1","SPGR","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3219",26.00233,-80.08855,"OFFR1","LIRO","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3220",26.22934,-80.06863,"OFFR1","SPGR","0",7.77777777777778,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3223",26.19163,-80.07142,"OFFR1","LIRO","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3224",26.02718,-80.08709,"OFFR1","LIRO","0",9,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3225",26.16651,-80.07631,"OFFR1","SPGR","0",5,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3229",25.87421,-80.08852,"OFFR1","SPGR","0",6.25,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3234",26.15316,-80.07726,"OFFR1","SPGR","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3257",25.93977,-80.08766,"OFFR1","SPGR","0",11.8181818181818,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3258",26.05856,-80.08502,"OFFR1","SPGR","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3269",25.78499,-80.08603,"PTDP1","APRD","0",6.75,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3271",25.84458,-80.0865,"OFFR1","SPGR","0",6.85714285714286,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3273",26.20817,-80.06941,"PTDP1","APRD","0",1,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3275",26.12355,-80.07977,"PTDP1","APRD","0",0,"Old"
"SEFCRI","NCRMP",2022,"Broward-Miami","3290",25.8772,-80.1018,"PTSH2","PTCH","0",2.33333333333333,"Old"
"SEFCRI","NCRMP",2022,"Deerfield","3102",26.28607,-80.06953,"MIDR0","LIRM","0",11.25,"Old"
"SEFCRI","NCRMP",2022,"Deerfield","3105",26.37178,-80.06249,"MIDR0","LIRM","0",4.28571428571429,"Old"
"SEFCRI","NCRMP",2022,"Deerfield","3123",26.28094,-80.06922,"MIDR1","LIRM","0",0,"Old"
"SEFCRI","NCRMP",2022,"Deerfield","3203",26.35002,-80.05492,"OFFR1","SPGR","0",0,"Old"
"SEFCRI","NCRMP",2022,"Deerfield","3237",26.33167,-80.05731,"PTDP1","APRD","0",0,"Old"
"SEFCRI","NCRMP",2022,"Deerfield","3239",26.27132,-80.06297,"OFFR1","SPGR","0",16.6666666666667,"Old"
"SEFCRI","NCRMP",2022,"Deerfield","3259",26.2847,-80.06101,"OFFR1","SPGR","0",8.33333333333333,"Old"
"SEFCRI","NCRMP",2022,"Deerfield","3260",26.29732,-80.05926,"PTDP1","APRD","0",0.769230769230769,"Old"
"SEFCRI","NCRMP",2022,"Deerfield","3277",26.3531,-80.05419,"PTDP1","APRD","0",0,"Old"
"SEFCRI","NCRMP",2022,"Deerfield","3279",26.32908,-80.05661,"PTDP1","APRD","0",1.44444444444444,"Old"
"SEFCRI","NCRMP",2022,"Deerfield","3280",26.29405,-80.06026,"PTDP1","APRD","0",17.5,"Old"
"SEFCRI","NCRMP",2022,"North Palm Beach","3005",26.71817,-80.01232,"DPRC0","DPRC","0",42.5,"Old"
"SEFCRI","NCRMP",2022,"North Palm Beach","3006",26.83021,-80.01202,"DPRC0","DPRC","0",85,"Old"
"SEFCRI","NCRMP",2022,"North Palm Beach","3013",26.8299,-80.01169,"DPRC0","DPRC","0",0,"Old"
"SEFCRI","NCRMP",2022,"North Palm Beach","3023",26.83404,-80.01663,"DPRC0","DPRC","0",0,"Old"
"SEFCRI","NCRMP",2022,"North Palm Beach","3025",26.86096,-80.02034,"DPRC0","DPRC","0",0,"Old"
"SEFCRI","NCRMP",2022,"North Palm Beach","3026",26.87212,-80.01947,"DPRC0","DPRC","0",13.3333333333333,"Old"
"SEFCRI","NCRMP",2022,"North Palm Beach","3159",26.72893,-80.03132,"NEAR0","CPSH","0",0,"Old"
"SEFCRI","NCRMP",2022,"North Palm Beach","3263",26.72376,-80.01807,"PTSH2","PTCH","0",0,"Old"
"SEFCRI","NCRMP",2022,"North Palm Beach","3264",26.72425,-80.01789,"PTSH2","PTCH","0",70,"Old"
"SEFCRI","NCRMP",2022,"North Palm Beach","3285",26.82517,-80.01622,"PTDP0","PTCH","0",0,"Old"
"SEFCRI","NCRMP",2022,"South Palm Beach","3002",26.71588,-80.01347,"DPRC0","DPRC","0",27.5,"Old"
"SEFCRI","NCRMP",2022,"South Palm Beach","3157",26.69387,-80.031,"NEAR0","RGSH","0",7.5,"Old"
"SEFCRI","NCRMP",2022,"South Palm Beach","3214",26.55078,-80.02741,"OFFR0","RGDP","0",0,"Old"
"SEFCRI","NCRMP",2022,"South Palm Beach","3215",26.717,-80.01835,"OFFR0","LIRO","0",12.5,"Old"
"SEFCRI","NCRMP",2022,"South Palm Beach","3243",26.61301,-80.02262,"OFFR1","LIRO","0",2.5,"Old"
"SEFCRI","NCRMP",2022,"South Palm Beach","3249",26.44772,-80.04525,"OFFR1","SPGR","0",25,"Old"
"SEFCRI","NCRMP",2022,"South Palm Beach","3252",26.5509,-80.02739,"OFFR0","RGDP","0",3.33333333333333,"Old"
"SEFCRI","NCRMP",2022,"South Palm Beach","3262",26.64076,-80.01874,"PTDP0","APRD","0",0,"Old"
"SEFCRI","NCRMP",2022,"South Palm Beach","3281",26.61788,-80.02062,"PTDP1","APRD","0",0,"Old"
"SEFCRI","NCRMP",2022,"South Palm Beach","3282",26.39654,-80.05188,"OFFR1","SPGR","0",4.375,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3125",26.25055,-80.07265,"MIDR0","LIRM","0",11.875,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3126",26.2466,-80.07233333,"MIDR0","LIRM","0",20.5,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3127",26.22176667,-80.07598333,"MIDR0","LIRM","0",7.65,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3128",26.1794,-80.08208333,"MIDR0","LIRM","0",21.75,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3129",26.17216667,-80.08065,"MIDR0","LIRM","0",30.5625,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3130",26.15818333,-80.08225,"MIDR0","LIRM","0",17.375,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3131",26.13473333,-80.08558333,"MIDR0","LIRM","0",2,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3132",26.10958333,-80.08976667,"MIDR0","LIRM","0",2.5,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3133",26.10408333,-80.08978333,"MIDR0","LIRM","0",15,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3134",26.10321667,-80.09016667,"MIDR0","LIRM","0",65,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3135",26.09548333,-80.09203333,"MIDR0","LIRM","0",8.25,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3136",26.08643333,-80.09031667,"MIDR0","LIRM","0",7.44642857142857,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3137",26.06068333,-80.09141667,"MIDR1","LIRM","0",11.8939393939394,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3138",26.06028333,-80.09351667,"MIDR0","LIRM","0",10.8911764705882,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3139",26.05396667,-80.09456667,"MIDR0","LIRM","0",17.5252525252525,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3140",26.04978333,-80.0939,"MIDR0","LIRM","0",11.1717171717172,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3141",25.98283333,-80.09566667,"MIDR0","LIRM","0",25.0416666666667,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3143",25.91668333,-80.0919,"MIDR0","LIRM","0",8.4375,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3144",25.91495,-80.09861667,"MIDR0","LIRM","0",17.3464912280702,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3145",25.90186667,-80.09973333,"MIDR0","LIRM","0",26.3888888888889,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3146",25.89908333,-80.09223333,"MIDR0","LIRM","0",17.1474358974359,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3147",25.89783333,-80.09971667,"MIDR0","LIRM","0",15.4411764705882,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3148",25.835,-80.09225,"MIDR0","LIRM","0",15.7941176470588,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3149",25.7894,-80.09308333,"MIDR0","LIRM","0",10.5,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3155",26.25923333,-80.07045,"MIDR1","LIRM","0",20.5833333333333,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3156",26.25336667,-80.072,"MIDR1","LIRM","0",20.9325396825397,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3157",26.21276667,-80.07731667,"MIDR1","LIRM","0",27.6071428571429,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3158",26.16945,-80.08066667,"MIDR1","LIRM","0",17.3106060606061,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3159",26.15411667,-80.08178333,"MIDR1","LIRM","0",19.125,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3160",26.1514,-80.0823,"MIDR1","LIRM","0",10.5555555555556,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3161",26.13876667,-80.0829,"MIDR1","LIRM","0",22.5598086124402,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3163",26.12601667,-80.08413333,"MIDR1","LIRM","0",8.92857142857143,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3164",26.12298333,-80.08446667,"MIDR1","LIRM","0",12.3214285714286,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3165",26.06163333,-80.0915,"MIDR1","LIRM","0",19.1,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3166",26.05215,-80.09216667,"MIDR1","LIRM","0",12.9880952380952,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3167",25.94516667,-80.0939,"MIDR1","LIRM","0",17.65,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3568",26.21096667,-80.07833333,"MIDR0","LIRM","0",12.8333333333333,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3569",26.19513333,-80.0807,"MIDR0","LIRM","0",7.2,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3570",26.18075,-80.08208333,"MIDR0","LIRM","0",19.5,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3571",26.11978333,-80.08556667,"MIDR1","LIRM","0",7.9047619047619,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3572",26.11713333,-80.08775,"MIDR0","LIRM","0",11.25,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3573",26.0648,-80.09448333,"MIDR0","LIRM","0",22.4553571428571,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3576",25.91631667,-80.09896667,"MIDR0","LIRM","0",17.9791666666667,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3577",25.91175,-80.09248333,"MIDR0","LIRM","0",15,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3582",26.18705,-80.08003333,"MIDR1","LIRM","0",5.95833333333333,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3583",26.16313333,-80.08121667,"MIDR1","LIRM","0",33.3660714285714,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3584",26.1252,-80.08423333,"MIDR1","LIRM","0",17.1666666666667,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3585",26.06998333,-80.09298333,"MIDR1","LIRM","0",21.4333333333333,"Old"
"SEFCRI","NCRMP",2014,"Broward-Miami","3588",25.99028333,-80.09723333,"MIDR1","LIRM","0",19.3129571577847,"Old"
