SURVEY,REGION,YEAR,SUB_REGION_NAME,PRIMARY_SAMPLE_UNIT,LAT_DEGREES,LON_DEGREES,STRAT,HABITAT_CD,PROT,dis_present,ble_present
DRM,SEFCRI,2018,Broward-Miami,1069,26.0206,-80.1053,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1070,26.0141,-80.1022,INNR1,LIRI,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1071,26.0129,-80.1024,INNR1,LIRI,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1072,26.0124,-80.0954,MIDR1,LIRM,0,1,1
DRM,SEFCRI,2018,Broward-Miami,1073,26.0080,-80.1074,NEAR1,RGSH,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1074,26.0066,-80.1024,INNR1,LIRI,0,1,1
DRM,SEFCRI,2018,Broward-Miami,1075,25.9945,-80.1090,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1076,25.9916,-80.0931,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1077,25.9777,-80.0909,NEAR0,APRD,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1078,25.9769,-80.0910,NEAR0,APRD,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1080,25.9475,-80.1052,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1081,25.9471,-80.1139,NEAR0,CPSH,0,0,0
DRM,SEFCRI,2018,Broward-Miami,1082,25.9420,-80.0942,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1083,25.9386,-80.0942,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1085,25.9028,-80.0980,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1086,25.8959,-80.0913,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1087,25.8879,-80.1063,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1088,25.8779,-80.0999,INNR1,LIRI,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1089,25.8649,-80.1045,INNR0,LIRI,0,1,1
DRM,SEFCRI,2018,Broward-Miami,1090,25.8572,-80.1042,NEAR1,RGSH,0,1,1
DRM,SEFCRI,2018,Broward-Miami,1091,25.8292,-80.1018,NEAR1,RGSH,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1092,25.8269,-80.0898,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1093,25.8121,-80.0994,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1094,25.7894,-80.0931,MIDR0,LIRM,0,1,1
DRM,SEFCRI,2018,Broward-Miami,1095,25.7868,-80.1160,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1096,25.7791,-80.0962,INNR1,LIRI,0,0,1
DRM,SEFCRI,2018,Broward-Miami,1097,25.7768,-80.1107,NEAR0,RGSH,0,1,1
DRM,SEFCRI,2018,Broward-Miami,2086,25.7787,-80.1121,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2018,Broward-Miami,3022,25.8622,-80.0991,INNR1,LIRI,0,1,1
DRM,SEFCRI,2018,South Palm Beach,1020,26.5691,-80.0263,NEAR1,APRD,0,0,1
DRM,SEFCRI,2018,South Palm Beach,1021,26.5646,-80.0278,NEAR0,APRD,0,0,1
DRM,SEFCRI,2018,South Palm Beach,1022,26.5618,-80.0274,NEAR0,APRD,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1000,25.7756,-80.0950,INNR1,LIRI,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1001,25.8678,-80.0992,INNR1,LIRI,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1002,26.0312,-80.1000,INNR0,LIRI,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1003,25.9003,-80.1010,INNR0,LIRI,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1005,26.0601,-80.0998,INNR1,LIRI,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1006,25.9310,-80.0997,INNR1,LIRI,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1007,26.1440,-80.0901,INNR1,LIRI,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1008,25.7666,-80.0980,INNR0,LIRI,0,0,0
DRM,SEFCRI,2019,Broward-Miami,T1009,25.9292,-80.1008,INNR1,LIRI,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1010,25.9229,-80.1018,INNR0,LIRI,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1012,26.1855,-80.0858,INNR0,LIRI,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1013,26.1314,-80.0912,INNR1,LIRI,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1014,25.7848,-80.0953,INNR0,LIRI,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1015,26.1016,-80.0944,INNR1,LIRI,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1016,26.0565,-80.0998,INNR0,LIRI,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1017,25.8885,-80.1001,INNR0,LIRI,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1018,26.1467,-80.0901,INNR1,LIRI,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1020,25.8416,-80.1114,NEAR0,RGSH,0,0,0
DRM,SEFCRI,2019,Broward-Miami,T1021,25.7811,-80.0969,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1022,25.9934,-80.1123,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1023,25.7856,-80.0989,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1024,25.8723,-80.1052,NEAR0,RGSH,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1025,26.0520,-80.1048,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1026,26.0231,-80.1030,NEAR0,CPSH,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1027,26.1323,-80.0952,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1028,26.1062,-80.1034,NEAR0,CPSH,0,0,0
DRM,SEFCRI,2019,Broward-Miami,T1029,26.1224,-80.1013,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1030,26.1864,-80.0878,NEAR1,RGSH,0,0,0
DRM,SEFCRI,2019,Broward-Miami,T1031,25.7722,-80.1139,NEAR0,RGSH,0,0,0
DRM,SEFCRI,2019,Broward-Miami,T1032,25.9599,-80.1065,NEAR0,CPSH,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1033,25.9356,-80.1157,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1034,26.1567,-80.0960,NEAR0,CPSH,0,0,0
DRM,SEFCRI,2019,Broward-Miami,T1035,26.1098,-80.0994,NEAR1,RGSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1036,26.1891,-80.0878,NEAR0,RGSH,0,1,0
DRM,SEFCRI,2019,Broward-Miami,T1037,25.7748,-80.1008,NEAR0,RGSH,0,1,0
DRM,SEFCRI,2019,Broward-Miami,T1038,25.9284,-80.1127,NEAR0,CPSH,0,0,0
DRM,SEFCRI,2019,Broward-Miami,T1041,25.9582,-80.1158,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1042,26.1251,-80.0943,NEAR1,RGSH,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1043,26.1919,-80.0907,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1044,25.9257,-80.1148,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1045,25.8073,-80.1056,NEAR0,RGSH,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1046,25.7973,-80.0978,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1047,26.0872,-80.1026,NEAR0,RGSH,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1048,25.8416,-80.1054,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1068,26.2369,-80.0754,MIDR0,LIRM,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1069,25.9147,-80.0929,MIDR1,LIRM,0,1,0
DRM,SEFCRI,2019,Broward-Miami,T1070,25.9571,-80.0966,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1071,26.2315,-80.0754,MIDR1,LIRM,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1073,26.0438,-80.0939,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1074,26.2288,-80.0774,MIDR0,LIRM,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1075,25.7758,-80.0926,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1076,25.7793,-80.0939,MIDR0,LIRM,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1077,25.9644,-80.0965,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1080,26.0889,-80.0855,OFFR0,CPDP,0,0,0
DRM,SEFCRI,2019,Broward-Miami,T1081,26.2062,-80.0716,OFFR1,LIRO,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T1082,26.2152,-80.0705,OFFR1,SPGR,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T1083,26.2585,-80.0652,OFFR1,LIRO,0,0,0
DRM,SEFCRI,2019,Broward-Miami,T1093,25.7794,-80.0877,OFFR0,APRD,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T2008,26.0637,-80.0997,INNR0,LIRI,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T2011,25.8741,-80.1012,INNR1,LIRI,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T2036,25.7929,-80.1217,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T2044,25.9094,-80.1099,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2019,Broward-Miami,T3004,25.9217,-80.1004,INNR0,LIRI,0,1,1
DRM,SEFCRI,2019,Broward-Miami,T3047,26.2297,-80.0875,NEAR0,RGSH,0,0,0
DRM,SEFCRI,2019,Broward-Miami,T3051,26.1729,-80.0820,MIDR0,LIRM,0,1,1
DRM,SEFCRI,2019,Deerfield,T1085,26.2675,-80.0641,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2019,Deerfield,T3048,26.2638,-80.0767,NEAR0,CPSH,0,1,1
DRM,SEFCRI,2019,North Palm Beach,T1060,26.7251,-80.0295,NEAR0,CPSH,0,0,0
DRM,SEFCRI,2019,North Palm Beach,T1061,26.7225,-80.0304,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2019,North Palm Beach,T3053,26.7265,-80.0325,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2019,North Palm Beach,T3055,26.7209,-80.0316,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2019,North Palm Beach,T3062,26.7179,-80.0309,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2019,South Palm Beach,T1067,26.6960,-80.0306,NEAR0,RGSH,0,1,1
DRM,SEFCRI,2019,South Palm Beach,T1088,26.5743,-80.0265,OFFR0,LIRO,0,0,0
DRM,SEFCRI,2019,South Palm Beach,T1089,26.5878,-80.0254,OFFR0,LIRO,0,0,1
DRM,SEFCRI,2019,South Palm Beach,T1097,26.5625,-80.0286,OFFR0,APRD,0,0,1
DRM,SEFCRI,2019,South Palm Beach,T1098,26.5679,-80.0276,OFFR0,APRD,0,0,1
DRM,SEFCRI,2019,South Palm Beach,T1099,26.5697,-80.0265,OFFR1,APRD,0,0,1
DRM,SEFCRI,2019,South Palm Beach,T3034,26.5698,-80.0265,OFFR1,APRD,0,1,0
DRM,SEFCRI,2019,South Palm Beach,T3049,26.6834,-80.0318,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2019,South Palm Beach,T3052,26.7099,-80.0300,NEAR0,RGSH,0,1,1
DRM,SEFCRI,2020,Broward-Miami,3019,25.7932,-80.0954,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,3043,26.0566,-80.1090,NEAR0,CPSH_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,3058,26.1589,-80.0958,NEAR0,CPSH_LR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,3059,26.2122,-80.0867,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,3060,26.2428,-80.0789,NEAR0,CPSH_LR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,3061,26.2428,-80.0733,MIDR1,LIRM_HR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,3073,25.9205,-80.1151,NEAR0,CPSH_LR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,3074,25.8934,-80.1151,NEAR0,CPSH_LR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,3077,25.9587,-80.1119,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1065,26.2565,-80.0720,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1066,26.2384,-80.0681,OFFR1,LIRO_HR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1069,26.2163,-80.0703,OFFR1,LIRO_HR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1071,26.2078,-80.0784,MIDR1,LIRM_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1074,26.1889,-80.0805,MIDR0,LIRM_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1075,26.1754,-80.0916,NEAR0,RGSH_LR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,1076,26.1744,-80.0811,MIDR1,LIRM_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1077,26.1731,-80.0811,MIDR1,LIRM_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1078,26.1695,-80.0852,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1080,26.1618,-80.0832,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1084,26.1473,-80.0833,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1086,26.1262,-80.0900,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1087,26.1131,-80.0881,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1089,26.0910,-80.0983,NEAR0,CPSH_LR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,1090,26.0896,-80.0958,INNR1,LIRI_HR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,1091,26.0847,-80.0953,INNR1,LIRI_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1092,26.0806,-80.0974,INNR0,LIRI_LR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,1093,26.0717,-80.1089,NEAR0,CPSH_LR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,1100,26.0337,-80.1007,INNR0,LIRI_HR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1101,26.0319,-80.1047,NEAR0,CPSH_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1102,26.0229,-80.1013,NEAR0,CPSH_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1103,26.0093,-80.0959,MIDR1,LIRM_LR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,1104,26.0035,-80.1074,NEAR0,RGSH_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1105,25.9990,-80.1050,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1106,25.9972,-80.1055,NEAR0,CPSH_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1113,25.9718,-80.0992,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1114,25.9674,-80.1087,NEAR1,RGSH_HR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1115,25.9659,-80.0957,MIDR0,LIRM_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1116,25.9646,-80.0957,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1117,25.9642,-80.1002,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1118,25.9623,-80.0943,MIDR1,LIRM_HR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1119,25.9600,-80.0893,OFFR1,LIRO_HR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1121,25.9584,-80.1113,NEAR0,CPSH_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1122,25.9529,-80.1018,INNR0,LIRI_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1123,25.9524,-80.1013,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1124,25.9434,-80.1044,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1125,25.9385,-80.1044,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1126,25.9362,-80.1055,NEAR0,RGSH_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1127,25.9276,-80.1020,INNR0,LIRI_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1130,25.9096,-80.1071,NEAR0,RGSH_LR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,1131,25.9082,-80.0987,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1132,25.9077,-80.0977,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1133,25.9037,-80.1017,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1134,25.9028,-80.0977,MIDR0,LIRM_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1136,25.8924,-80.1013,INNR1,LIRI_HR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1137,25.8879,-80.1023,INNR1,LIRI_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1138,25.8879,-80.1018,INNR1,LIRI_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1139,25.8856,-80.1023,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1140,25.8847,-80.1008,INNR0,LIRI_LR,0,1,1
DRM,SEFCRI,2020,Broward-Miami,1142,25.8705,-80.0948,OFFR0,CPDP_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1143,25.8685,-80.1006,INNR1,LIRI_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1144,25.8635,-80.1089,NEAR0,RGSH_LR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,1145,25.8545,-80.1021,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1146,25.8494,-80.0998,INNR1,LIRI_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1147,25.8450,-80.1107,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1148,25.8297,-80.1032,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1149,25.8274,-80.1107,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1151,25.8230,-80.1043,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1152,25.8202,-80.1048,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1153,25.8170,-80.1083,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1154,25.8117,-80.1129,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1155,25.8107,-80.1039,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1156,25.7932,-80.1120,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1157,25.7883,-80.0881,OFFR1,LIRO_HR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1158,25.7836,-80.1071,NEAR0,RGSH_LR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,1160,25.7780,-80.0891,OFFR1,LIRO_HR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1161,25.7750,-80.1017,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1162,25.7742,-80.1115,NEAR0,RGSH_LR,0,0,0
DRM,SEFCRI,2020,Broward-Miami,1163,25.7700,-80.0928,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,1164,25.7691,-80.0883,NEAR0,APRD_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,2101,26.0500,-80.1061,NEAR1,RGSH_HR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,2145,25.8343,-80.1027,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,2158,25.7796,-80.1249,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Broward-Miami,3044,26.0473,-80.1046,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2020,Martin,3011,27.1097,-80.1296,NEAR0,SCRS_LR,0,0,1
DRM,SEFCRI,2020,Martin,3012,27.1271,-80.1319,NEAR1,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Martin,3013,27.1271,-80.1319,NEAR1,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Martin,1007,27.1349,-80.1355,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Martin,1012,27.1105,-80.1341,NEAR0,CPSH_HR,0,0,1
DRM,SEFCRI,2020,Martin,1013,27.1105,-80.1266,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2020,Martin,1014,27.1101,-80.1301,NEAR0,SCRS_LR,0,0,1
DRM,SEFCRI,2020,Martin,1016,27.1073,-80.1236,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2020,Martin,1018,27.1024,-80.1256,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2020,Martin,2005,27.1331,-80.1355,NEAR1,RGSH_HR,0,0,1
DRM,SEFCRI,2020,Martin,2009,27.1268,-80.1370,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2020,Martin,3015,27.1400,-80.1386,NEAR1,RGSH_HR,0,0,1
DRM,SEFCRI,2020,North Palm Beach,3036,26.9494,-80.0317,DPRC0,DPRC_LR,0,1,1
DRM,SEFCRI,2020,North Palm Beach,3037,26.9274,-80.0201,DPRC1,DPRC_HR,0,1,1
DRM,SEFCRI,2020,North Palm Beach,1025,26.9887,-80.0650,OFFR0,RGDP_HR,0,1,1
DRM,SEFCRI,2020,North Palm Beach,1026,26.9873,-80.0650,DPRC0,RGDP_LR,0,1,1
DRM,SEFCRI,2020,South Palm Beach,3009,26.7148,-80.0170,OFFR1,LIRO_LR,0,0,1
DRM,SEFCRI,2020,South Palm Beach,3010,26.6995,-80.0176,OFFR1,CPDP_HR,0,1,1
DRM,SEFCRI,2020,South Palm Beach,3023,26.6918,-80.0182,OFFR0,LIRO_HR,0,0,1
DRM,SEFCRI,2020,South Palm Beach,3024,26.6837,-80.0188,OFFR0,LIRO_LR,0,0,1
DRM,SEFCRI,2020,South Palm Beach,3025,26.6760,-80.0183,OFFR1,SPGR_HR,0,1,1
DRM,SEFCRI,2020,South Palm Beach,3026,26.6512,-80.0206,OFFR1,LIRO_HR,0,0,1
DRM,SEFCRI,2020,South Palm Beach,3033,26.6205,-80.0233,OFFR0,CPDP_LR,0,1,1
DRM,SEFCRI,2020,South Palm Beach,1521,26.6155,-80.0239,OFFR1,LIRO_HR,0,0,1
DRM,SEFCRI,2020,South Palm Beach,1525,26.6999,-80.0166,OFFR1,SPGR_HR,0,1,0
DRM,SEFCRI,2020,South Palm Beach,1532,26.6124,-80.0239,OFFR0,LIRO_HR,0,0,0
DRM,SEFCRI,2020,South Palm Beach,1533,26.6092,-80.0244,OFFR0,LIRO_LR,0,0,1
