SURVEY,REGION,YEAR,SUB_REGION_NAME,PRIMARY_SAMPLE_UNIT,LAT_DEGREES,LON_DEGREES,STRAT,HABITAT_CD,PROT,dis_present,ble_present
DRM,SEFCRI,2020,South Palm Beach,1536,26.6927,-80.0182,OFFR0,LIRO_LR,0,0,1
DRM,SEFCRI,2020,South Palm Beach,1539,26.6119,-80.0234,OFFR1,LIRO_LR,0,0,0
DRM,SEFCRI,2020,South Palm Beach,3034,26.6250,-80.0223,OFFR1,LIRO_HR,0,1,1
DRM,SEFCRI,2020,South Palm Beach,3035,26.6440,-80.0206,OFFR0,LIRO_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1076,26.1929,-80.0805,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1078,26.1794,-80.0821,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1079,26.1754,-80.0856,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1080,26.1741,-80.0956,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1081,26.1632,-80.0897,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1082,26.1614,-80.0897,NEAR1,RGSH_HR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1083,26.1528,-80.0883,INNR1,LIRI_HR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1084,26.1514,-80.0888,INNR1,LIRI_HR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1085,26.1497,-80.0903,NEAR0,CPSH_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1086,26.1185,-80.0936,INNR1,LIRI_HR,0,0,0
DRM,SEFCRI,2021,Broward-Miami,V1087,26.1185,-80.0881,MIDR0,LIRM_LR,0,0,0
DRM,SEFCRI,2021,Broward-Miami,V1088,26.1126,-80.0881,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1090,26.1054,-80.0877,MIDR0,LIRM_LR,0,0,0
DRM,SEFCRI,2021,Broward-Miami,V1091,26.1018,-80.0967,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1096,26.0820,-80.0953,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1097,26.0802,-80.1019,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1098,26.0788,-80.0919,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1099,26.0761,-80.0999,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1100,26.0748,-80.0999,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1104,26.0707,-80.0999,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1105,26.0657,-80.0930,MIDR0,LIRM_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1107,26.0626,-80.1085,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1108,26.0594,-80.0945,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1109,26.0585,-80.1020,NEAR0,CPSH_LR,0,0,0
DRM,SEFCRI,2021,Broward-Miami,V1110,26.0558,-80.1040,NEAR0,CPSH_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1111,26.0495,-80.1041,NEAR0,CPSH_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1124,25.9913,-80.1035,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1125,25.9877,-80.1036,INNR1,LIRI_HR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1126,25.9858,-80.0961,MIDR0,LIRM_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1127,25.9755,-80.1091,NEAR0,RGSH_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1128,25.9687,-80.1022,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1129,25.9682,-80.1002,INNR0,LIRI_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1130,25.9655,-80.1037,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1131,25.9655,-80.1032,INNR1,LIRI_HR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1132,25.9601,-80.1033,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1133,25.9506,-80.1008,INNR0,LIRI_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1134,25.9480,-80.1109,NEAR0,CPSH_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1135,25.9254,-80.1065,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1136,25.9248,-80.0926,MIDR1,LIRM_HR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1137,25.9186,-80.1061,NEAR0,RGSH_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1139,25.9140,-80.0986,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1140,25.9087,-80.1027,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1141,25.9005,-80.0927,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1142,25.8898,-80.1161,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1143,25.8897,-80.1018,INNR0,LIRI_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1145,25.8862,-80.1158,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1146,25.8833,-80.1053,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1147,25.8703,-80.1104,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1148,25.8699,-80.0933,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1149,25.8556,-80.0951,MIDR0,LIRM_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1150,25.8445,-80.1041,INNR0,LIRI_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1151,25.8396,-80.1047,INNR0,LIRI_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1152,25.8360,-80.1092,NEAR0,RGSH_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1153,25.8354,-80.0993,INNR1,LIRI_HR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1154,25.8328,-80.1012,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1155,25.8310,-80.0997,INNR0,LIRI_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1156,25.8305,-80.1088,NEAR0,RGSH_LR,0,1,1
DRM,SEFCRI,2021,Broward-Miami,V1157,25.8167,-80.1128,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1158,25.8077,-80.1119,NEAR0,RGSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1159,25.8048,-80.1115,NEAR0,RGSH_LR,0,0,0
DRM,SEFCRI,2021,Broward-Miami,V1160,25.7916,-80.0891,OFFR0,LIRO_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1161,25.7906,-80.0962,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1162,25.7832,-80.1206,NEAR0,RGSH_LR,0,0,0
DRM,SEFCRI,2021,Broward-Miami,V1163,25.7808,-80.1095,NEAR0,CPSH_LR,0,0,0
DRM,SEFCRI,2021,Broward-Miami,V1164,25.7786,-80.0972,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1165,25.7681,-80.0977,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V1166,25.7676,-80.0954,INNR1,LIRI_HR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V2135,25.8883,-80.1018,INNR0,LIRI_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V3055,25.9188,-80.1031,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2021,Broward-Miami,V3056,25.8902,-80.1144,NEAR0,CPSH_LR,0,0,1
DRM,SEFCRI,2021,Deerfield,V1065,26.3467,-80.0562,OFFR0,LIRO,0,0,1
DRM,SEFCRI,2021,Deerfield,V1066,26.3363,-80.0573,OFFR1,SPGR,0,0,1
DRM,SEFCRI,2021,Martin,V1003,27.1625,-80.1443,NEAR0,RGSH_LR,0,0,0
DRM,SEFCRI,2021,Martin,V1006,27.1467,-80.1414,NEAR0,RGSH_LR,0,0,0
DRM,SEFCRI,2021,Martin,V1010,27.1354,-80.1360,NEAR0,RGSH_LR,0,0,0
DRM,SEFCRI,2021,Martin,V1012,27.1327,-80.1335,NEAR1,RGSH_HR,0,0,1
DRM,SEFCRI,2021,Martin,V1013,27.1272,-80.1315,NEAR1,RGSH_HR,0,0,0
DRM,SEFCRI,2021,Martin,V1016,27.1101,-80.1296,NEAR1,SCRS_LR,0,0,1
DRM,SEFCRI,2021,North Palm Beach,V1028,26.7731,-80.0200,DPRC0,DPRC_LR,0,0,1
DRM,SEFCRI,2021,North Palm Beach,V1032,26.7198,-80.0190,NEAR1,PTCH_HR,0,0,1
DRM,SEFCRI,2021,North Palm Beach,V2025,26.9597,-80.0542,DPRC0,RGDP_LR,0,0,1
DRM,SEFCRI,2021,North Palm Beach,V2028,26.7198,-80.0195,NEAR1,PTCH_LR,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1034,26.7107,-80.0160,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1035,26.7098,-80.0155,OFFR0,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1038,26.6981,-80.0177,OFFR1,LIRO_HR,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1039,26.6936,-80.0177,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1041,26.6805,-80.0183,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1042,26.6755,-80.0189,OFFR0,LIRO,0,1,1
DRM,SEFCRI,2021,South Palm Beach,V1043,26.6742,-80.0194,OFFR0,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1044,26.6530,-80.0201,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1045,26.6453,-80.0206,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1046,26.6426,-80.0206,OFFR1,LIRO,0,0,0
DRM,SEFCRI,2021,South Palm Beach,V1047,26.6209,-80.0218,OFFR1,LIRO,0,1,1
DRM,SEFCRI,2021,South Palm Beach,V1048,26.6124,-80.0229,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1049,26.6101,-80.0234,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1054,26.5244,-80.0327,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1055,26.5240,-80.0327,OFFR1,LIRO,0,0,0
DRM,SEFCRI,2021,South Palm Beach,V1056,26.5185,-80.0317,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1058,26.5010,-80.0354,OFFR1,SPGR,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1059,26.4744,-80.0431,OFFR0,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1060,26.4663,-80.0437,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1061,26.4469,-80.0469,OFFR1,LIRO_HR,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V1062,26.4387,-80.0474,OFFR1,LIRO_HR,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V2030,26.7103,-80.0160,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2021,South Palm Beach,V2031,26.7094,-80.0156,OFFR0,LIRO,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1060,26.2587,-80.0649,OFFR1,LIRO,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1061,26.2498,-80.0715,MIDR1,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1062,26.2385,-80.0820,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1063,26.2356,-80.0820,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1064,26.2344,-80.0791,INNR0,LIRI,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1065,26.2205,-80.0808,INNR1,LIRI,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1066,26.2164,-80.0773,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1067,26.1971,-80.0887,NEAR0,RGSH,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1068,26.1940,-80.0915,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1069,26.1866,-80.0810,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1070,26.1810,-80.0846,INNR0,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1071,26.1776,-80.0916,NEAR1,RGSH,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1072,26.1758,-80.0871,INNR1,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1073,26.1707,-80.0876,INNR0,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1074,26.1704,-80.0857,INNR0,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1075,26.1654,-80.0812,MIDR1,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1076,26.1523,-80.0884,INNR1,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1077,26.1496,-80.0883,INNR0,LIRI,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1078,26.1460,-80.0919,NEAR0,RGSH,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1079,26.1354,-80.0893,INNR1,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1080,26.1248,-80.0850,MIDR0,LIRM,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1081,26.1231,-80.1015,NEAR0,CPSH,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1082,26.1181,-80.0946,INNR0,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1084,26.0950,-80.0912,MIDR1,LIRM,0,0,0
DRM,SEFCRI,2022,Broward-Miami,W1085,26.0846,-80.0913,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1086,26.0833,-80.0973,INNR0,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1087,26.0757,-80.1034,NEAR0,RGSH,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1088,26.0757,-80.0989,INNR0,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1089,26.0724,-80.0859,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1090,26.0686,-80.0935,MIDR1,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1091,26.0653,-80.0973,INNR0,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1092,26.0630,-80.0970,INNR0,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1093,26.0625,-80.0925,MIDR1,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1094,26.0593,-80.0870,OFFR1,CPDP,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1096,26.0540,-80.1026,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1097,26.0486,-80.1001,INNR0,LIRI,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1098,26.0400,-80.0952,MIDR0,LIRM,0,0,0
DRM,SEFCRI,2022,Broward-Miami,W1099,26.0369,-80.1107,NEAR0,CPSH,0,0,0
DRM,SEFCRI,2022,Broward-Miami,W1100,26.0341,-80.0947,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1101,26.0332,-80.0882,OFFR0,CPDP,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1102,26.0277,-80.0888,OFFR0,CPDP,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1103,26.0274,-80.0998,INNR1,LIRI,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1104,26.0252,-80.1118,NEAR1,CPSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1105,26.0246,-80.0943,MIDR1,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1106,26.0241,-80.0873,OFFR0,LIRO,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1107,26.0225,-80.1128,NEAR0,CPSH,0,0,0
DRM,SEFCRI,2022,Broward-Miami,W1108,26.0216,-80.0880,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1109,26.0161,-80.0954,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1110,26.0080,-80.1114,NEAR0,CPSH,0,0,0
DRM,SEFCRI,2022,Broward-Miami,W1111,26.0070,-80.0969,MIDR1,LIRM,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1112,26.0012,-80.1085,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1114,25.9908,-80.0955,MIDR1,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1115,25.9899,-80.1025,INNR1,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1116,25.9850,-80.1121,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1117,25.9737,-80.1067,NEAR0,CPSH,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1118,25.9727,-80.0952,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1119,25.9705,-80.1022,INNR0,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1120,25.9655,-80.0992,INNR0,LIRI,0,0,0
DRM,SEFCRI,2022,Broward-Miami,W1121,25.9638,-80.1097,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1122,25.9610,-80.0958,MIDR0,LIRM,0,0,0
DRM,SEFCRI,2022,Broward-Miami,W1123,25.9584,-80.1108,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1124,25.9569,-80.0948,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1125,25.9561,-80.1063,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1126,25.9430,-80.1099,NEAR0,RGSH,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1127,25.9407,-80.0944,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1128,25.9379,-80.0890,OFFR1,SPGR,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1129,25.9371,-80.1114,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1130,25.9277,-80.1105,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1132,25.9208,-80.0986,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1133,25.9135,-80.0876,OFFR1,SPGR,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1135,25.9060,-80.1082,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1136,25.9055,-80.1037,NEAR0,CPSH,0,0,0
DRM,SEFCRI,2022,Broward-Miami,W1138,25.9046,-80.1097,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1139,25.8961,-80.1102,NEAR0,RGSH,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1140,25.8932,-80.0888,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1141,25.8924,-80.1098,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1142,25.8888,-80.1018,INNR1,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1143,25.8848,-80.0951,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1144,25.8803,-80.1044,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1145,25.8793,-80.1059,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1146,25.8785,-80.1029,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1147,25.8780,-80.0890,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1148,25.8726,-80.1039,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1149,25.8644,-80.0990,INNR1,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1150,25.8549,-80.1056,INNR1,LIRI,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1151,25.8536,-80.1076,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1152,25.8504,-80.0880,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1153,25.8436,-80.1125,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1154,25.8399,-80.0948,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1155,25.8387,-80.0888,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1156,25.8318,-80.1008,NEAR0,RGSH,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1157,25.8215,-80.1083,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1158,25.8208,-80.1131,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1160,25.8112,-80.1072,NEAR0,RGSH,0,0,0
DRM,SEFCRI,2022,Broward-Miami,W1161,25.8062,-80.1134,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1162,25.8053,-80.1019,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1163,25.8018,-80.0885,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1164,25.7987,-80.0930,MIDR0,LIRM,0,1,1
DRM,SEFCRI,2022,Broward-Miami,W1165,25.7876,-80.0897,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1166,25.7873,-80.1085,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1167,25.7854,-80.0957,INNR0,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1169,25.7816,-80.0881,PTSH2,APRD,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1170,25.7799,-80.0902,OFFR1,LIRO,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W1171,25.7754,-80.0958,INNR1,LIRI,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W2107,25.9187,-80.1151,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W2108,25.9172,-80.0931,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W2134,25.8020,-80.0880,OFFR0,LIRO,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W3000,25.7755,-80.0924,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W3025,26.1090,-80.0865,MIDR0,LIRM,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W3028,25.9051,-80.1067,NEAR0,RGSH,0,0,1
DRM,SEFCRI,2022,Broward-Miami,W3029,25.9144,-80.1157,NEAR0,CPSH,0,0,1
DRM,SEFCRI,2022,Deerfield,W1057,26.3345,-80.0578,OFFR0,LIRO,0,1,1
DRM,SEFCRI,2022,Deerfield,W1058,26.2944,-80.0677,MIDR1,LIRM,0,1,1
